Horodateur,"Pour être sûr ","Écoutez-vous de la musique ? ",🗓️🎵 À quelle fréquence écoutez-vous de la musique ?,🏘️🎵 Dans quel(s) contexte(s) écoutez-vous vos musiques ?,"🌞🎵 À quel moment de la journée écoutez-vous le plus de la musique ? ",❓🎵 Comment écoutez-vous vos musiques ?,📱🎵 Quelle(s) plateforme(s) de streaming utilisez-vous ?,🧐🎵 Vos musiques servent à :,🔡🎵 Quels sont vos genres de musique préférés,⏰🎵 Quelle est la durée moyenne des musiques que vous écoutez ?,"🎧🎵 Écoutez-vous plutôt des morceaux ",🚲🎵 Quel est le tempo des musiques que vous écoutez ?,👂🎵 Les musiques que vous écoutez sont plutôt,🔴🎵 Écoutez-vous des musiques interprétées en live ? (concert par exemple),🔊🎵 La qualité de l'audio est importante pour moi,💪🎵 A quel point êtes vous prêt(e) à découvrir de nouveaux genres ou artistes ?,📊 Quelle est votre tranche d'âge ?,👤 Quel est votre genre ?,👔 Dans quel domaine travaillez-vous ?,Colonne 20
11/10/2025 11:16:57,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌄 Matin,ᯤ Streaming,"💚 Spotify, 💜 Deezer, ❤️ Youtube Music","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rap, Latino, Soul-R&B",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 55 et 64 ans,♀️ Femme,Santé,
11/10/2025 15:01:29,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,"ᯤ Streaming, 💿 CD, 📥 Téléchargements, ","❤️ Youtube Music, ","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser","Classique, Rock, Jazz, Latino, Soul-R&B, Reggae",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
11/10/2025 22:16:53,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,"Radio ",❌ Je n'écoute pas sur une platforme de streaming,⏳ Passer le temps,"Français ",🟢 - de 2 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Service,
12/10/2025 00:46:46,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌤️ Après-midi,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer","Rock, Jazz, Soul-R&B",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
12/10/2025 08:57:39,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,ᯤ Streaming,💜 Deezer,"⏳ Passer le temps, 🖼️ S'échapper",Rock,🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♂️ Homme,Construction & Industrie,
13/10/2025 11:59:42,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête, ❌ Autre",🌙 Soir,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Jazz, Latino, Soul-R&B, Reggae, kpop",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 25 et 34 ans,♂️ Homme,Éducation,
14/10/2025 11:40:32,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📥 Téléchargements",💚 Spotify,"📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, techno",🟡 - de 5 minutes,"🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",✈️ Très rapide,🟦 Tristes,❌ Non,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 19 et 24 ans,♂️ Homme,Technologie & Informatique,
15/10/2025 10:27:10,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,ᯤ Streaming,"❤️ Youtube Music, 🧡 SoundCloud","🥳 Faire la fête, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, Rock, Dance - Electro, Jazz",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 19 et 24 ans,♂️ Homme,Technologie & Informatique,
15/10/2025 11:44:30,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête",🌙 Soir,ᯤ Streaming,"💚 Spotify, 🧡 SoundCloud","🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, Dance - Electro, Jazz, Reggae, Techno",🔴 + de 10 minutes,"🎻 Uniquement instrumentaux, 🎤 Avec une voix mais en fond",✈️ Très rapide,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 19 et 24 ans,♂️ Homme,"Étudiant ",
15/10/2025 12:15:12,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,"❤️ Youtube Music, ","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser","Pop, Rap",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 13 et 18 ans,♂️ Homme,Arts & Médias,
15/10/2025 13:09:57,"J’ai lu et compris les informations ci-dessus, et je consens à participer.",❌ Non.,,,,,,,,,,,,,,,entre 19 et 24 ans,♀️ Femme,"Journalisme ",
16/10/2025 16:01:01,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌄 Matin,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle, ","Pop, Rap, Rock, Dance - Electro, ",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🗣️ Avec des paroles",🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 13 et 18 ans,♂️ Homme,Arts & Médias,
16/10/2025 18:15:10,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 👥 Entre amis",🌙 Soir,"ᯤ Streaming, 💿 CD",❤️ Youtube Music,"⏳ Passer le temps, 🫧 Se mettre dans sa bulle","Classique, Pop, Dance - Electro, Latino",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 25 et 34 ans,♂️ Homme,Éducation,
17/10/2025 12:32:53,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,"ᯤ Streaming, 📀 Vinyle, 💿 CD, 📥 Téléchargements","💜 Deezer, Youtube revanced","⏳ Passer le temps, 🫧 Se mettre dans sa bulle, Pour en faire","Rock, Eurobeat",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",✈️ Très rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 13 et 18 ans,♂️ Homme,Technologie & Informatique,
18/10/2025 00:48:57,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🎉 En fête",🌤️ Après-midi,"Radio ",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, Fond musical  pendant  le travail ou au volant  de ma voiture ","Classique, Pop, Rock, Jazz, Latino, Soul-R&B, Reggae",🟠 - de 10 minutes,"🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♂️ Homme,Construction & Industrie,
18/10/2025 15:05:08,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,👤 Seul(e),🌙 Soir,📥 Téléchargements,❤️ Youtube Music,🫧 Se mettre dans sa bulle,"Classique, Rap, Rock, Dance - Electro, Reggae",🟡 - de 5 minutes,"🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",🚗 Lent,🟦 Tristes,❌ Non,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 19 et 24 ans,♂️ Homme,Etudiant en sciences,
20/10/2025 13:45:32,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📀 Vinyle, 💿 CD",💚 Spotify,"🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rock, Soul-R&B",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 19 et 24 ans,♂️ Homme,Arts & Médias,
21/10/2025 12:28:45,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,"ᯤ Streaming, 📀 Vinyle, 💿 CD, 📥 Téléchargements","❤️ Youtube Music, 🤍 Apple Music","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Dance - Electro, Jazz, Latino, Soul-R&B",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 13 et 18 ans,♂️ Homme,Étudiant,
22/10/2025 23:41:17,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,👤 Seul(e),🌤️ Après-midi,Mp3 de musique chargée à partir de CD,❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🫧 Se mettre dans sa bulle, Mp3 utilisé pendant la natation en piscine. ","Pop, Jazz, Soul-R&B, Parodique (les goguettes)",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,Je préfère rester sur les genres que je connais déjà,entre 45 et 54 ans,♀️ Femme,Santé,
24/10/2025 21:23:39,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🎉 En fête",🌤️ Après-midi,ᯤ Streaming,"💜 Deezer, 🧡 SoundCloud","🥳 Faire la fête, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, Rock, Dance - Electro, Latino",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🗣️ Avec des paroles",🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 19 et 24 ans,♂️ Homme,Santé,
28/10/2025 11:14:14,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,"ᯤ Streaming, 📥 Téléchargements",💚 Spotify,"🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rap, Rock, Dance - Electro",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 25 et 34 ans,♂️ Homme,Éducation,
28/10/2025 11:18:31,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,ᯤ Streaming,💜 Deezer,"🥳 Faire la fête, 📖 Se concentrer",Rap,🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 19 et 24 ans,♂️ Homme,Technologie & Informatique,
28/10/2025 11:18:46,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌙 Soir,"ᯤ Streaming, 📀 Vinyle",💜 Deezer,"🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Jazz, Soul-R&B, Variété française ",🟡 - de 5 minutes,"🎻 Uniquement instrumentaux, 🎤 Avec une voix mais en fond, 🗣️ Avec des paroles",🚗 Lent,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 55 et 64 ans,♂️ Homme,Technologie & Informatique,
